x1,x2,y
0.454650,0.056954,0
0.362019,-0.255717,0
-0.143993,0.068807,0
0.096846,-0.952205,0
-0.723917,-0.414396,0
-0.283791,-0.885727,0
-0.159585,0.577756,0
-0.704288,0.140515,0
0.229944,0.474968,0
0.004823,0.563323,0
-0.466299,-0.781263,0
-0.804076,0.077184,0
-0.147345,0.115058,0
-0.157742,-0.388956,0
0.404619,-0.848313,0
-0.149282,0.070047,0
0.812050,-0.499905,0
-0.600834,-0.629419,0
-0.674349,-0.539258,0
-0.054349,-0.031543,0
0.027738,0.577409,0
-0.780012,-0.259931,0
-0.660322,-0.559478,0
0.897807,-0.288431,0
0.907344,-0.251331,0
-0.316523,-0.147701,0
-0.298201,-0.120805,0
0.126084,-0.975606,0
-0.797524,-0.121340,0
-0.186931,0.582057,0
0.870383,-0.415232,0
0.368057,-0.270826,0
0.338462,-0.259809,0
0.007079,0.051595,0
-0.160231,-0.378429,0
-0.137258,-0.392896,0
-0.216538,0.085720,0
-0.571230,-0.703229,0
-0.605970,-0.573040,0
0.045168,-0.932779,0
-0.010414,0.003414,0
-0.110075,0.117106,0
-0.574697,-0.671994,0
-0.023120,-0.038126,0
0.001558,0.025835,0
-0.144508,-0.401850,0
0.021086,-0.949007,0
-0.164352,-0.917099,0
0.705676,-0.669248,0
-0.268907,0.594084,0
0.481997,-0.004996,0
0.044932,0.576912,0
0.946182,-0.054959,0
0.905133,-0.274947,0
-0.045554,-0.018834,0
0.387438,0.350287,0
-0.347914,-0.838843,0
-0.127849,0.080369,0
0.201254,-0.390500,0
-0.643751,-0.601061,0
-0.077873,-0.940817,0
0.817153,-0.452017,0
-0.035910,-0.017898,0
0.548362,-0.778627,0
0.215276,-0.926303,0
-0.091822,0.105221,0
-0.101739,0.128764,0
-0.093650,-0.384089,0
-0.019263,0.569017,0
-0.732458,0.189960,0
0.025413,-0.464770,0
0.097958,0.575521,0
-0.497217,-0.767867,0
-0.016971,0.027205,0
-0.092752,-0.405857,0
-0.053847,-0.006227,0
-0.295817,-0.133362,0
-0.291587,-0.238593,0
-0.046022,-0.038905,0
-0.081177,0.051312,0
-0.249342,-0.337584,0
-0.541283,0.432093,0
-0.725414,0.200130,0
-0.216913,0.054261,0
-0.033618,-0.437278,0
0.013216,0.041893,0
-0.285284,-0.276669,0
0.446352,0.120058,0
-0.163592,-0.384180,0
0.760321,-0.572069,0
-0.264445,0.029645,0
0.090042,-0.464881,0
-0.214903,0.070535,0
0.009459,-0.021548,0
0.691960,-0.676180,0
-0.029556,0.035902,0
-0.228291,0.093519,0
-0.293243,-0.218076,0
-0.154328,-0.381806,0
-0.277568,-0.042305,0
-0.256962,0.061639,0
-0.583344,0.397550,0
-0.008008,0.054197,0
-0.319399,-0.197180,0
0.107241,-0.945666,0
0.410138,-0.861769,0
0.047693,-0.446009,0
-0.064278,0.104782,0
-0.646220,0.321313,0
0.445125,0.220043,0
-0.042773,-0.441518,0
0.302740,-0.290487,0
0.194129,0.514424,0
-0.037335,-0.415895,0
-0.634169,-0.599959,0
0.400494,-0.121972,0
0.058871,-0.417071,0
-0.000750,-0.000498,0
-0.196353,0.065581,0
0.305671,-0.339891,0
-0.014493,-0.946945,0
0.959398,-0.139511,0
0.425525,0.131546,0
-0.297213,-0.103533,0
-0.251696,-0.875930,0
-0.448004,0.524439,0
-0.412577,0.520574,0
0.947743,-0.139795,0
0.429141,-0.054276,0
0.331399,-0.303724,0
-0.248952,-0.294813,0
-0.187145,-0.905576,0
-0.161312,-0.966506,0
-0.237685,-0.313353,0
-0.079872,0.126954,0
-0.043478,-0.059148,0
-0.465205,-0.789730,0
-0.170672,0.580074,0
-0.786383,0.086140,0
-0.017308,0.058826,0
0.102875,-0.414122,0
0.935478,-0.063347,0
0.931828,-0.181893,0
-0.810275,-0.094491,0
-0.197076,-0.338929,0
-0.294695,-0.224645,0
-0.769389,0.131845,0
-0.472069,-0.787692,0
-0.083376,0.053411,0
-0.102016,0.606291,0
0.407944,-0.193805,0
0.071353,-0.942899,0
-0.779432,0.108941,0
-0.270426,-0.320128,0
0.400460,0.232034,0
-0.714851,0.247824,0
0.230091,-0.941597,0
-0.335045,-0.854408,0
0.935841,-0.211172,0
-0.783899,-0.089513,0
0.717206,-0.632406,0
-0.803797,-0.152206,0
0.117393,0.559808,0
0.807847,-0.479206,0
-0.071184,0.065751,0
-0.223484,-0.285617,0
-0.199325,-0.383770,0
-0.044700,-0.942064,0
-0.146855,0.066041,0
-0.184850,-0.364011,0
-0.090475,0.132326,0
0.127606,0.527853,0
-0.647091,0.319583,0
-0.002180,-0.023737,0
0.088863,-0.946264,0
-0.012280,-0.022691,0
0.454741,-0.120107,0
-0.048481,0.082352,0
0.067744,0.596609,0
-0.054512,0.071830,0
0.708140,-0.623701,0
-0.087954,0.136537,0
-0.041087,-0.035597,0
-0.000929,0.040103,0
0.843775,-0.528583,0
0.308108,0.443589,0
0.869642,-0.322859,0
-0.242238,-0.300815,0
0.264011,-0.370340,0
-0.211821,0.100887,0
-0.450106,-0.800858,0
0.967920,-0.069250,0
-0.344202,-0.813465,0
-0.136519,-0.401906,0
-0.547141,-0.681805,0
-0.662027,0.300917,0
-0.100706,-0.423149,0
-0.011151,0.598126,0
0.406495,-0.858863,0
-0.744572,-0.403210,0
-0.050544,0.096810,0
-0.280026,-0.019091,0
-0.361754,0.586731,0
-0.072655,0.062112,0
-0.002786,-0.443217,0
-0.308899,-0.017028,0
0.222826,-0.371256,0
-0.088112,-0.930239,0
-0.185171,0.068042,0
-0.077671,0.086597,0
-0.183664,-0.345951,0
-0.046646,0.054527,0
0.385505,0.317298,0
0.793783,-0.490560,0
0.476651,-0.841295,0
-0.261146,-0.326171,0
-0.199255,0.117929,0
-0.031280,-0.025410,0
0.770007,-0.616995,0
-0.029511,-0.048221,0
-0.309669,0.586401,0
0.181113,0.512077,0
-0.264062,0.594960,0
0.907918,-0.322425,0
0.296265,-0.901849,0
0.715413,-0.621021,0
0.769515,-0.554512,0
0.040849,0.573275,0
-0.297910,-0.126564,0
0.020112,-0.003283,0
-0.185915,0.085528,0
-0.310138,-0.187959,0
0.372044,-0.241530,0
-0.156090,-0.372209,0
0.009451,0.616066,0
-0.314419,-0.161507,0
-0.314055,-0.110942,0
0.360794,0.292067,0
-0.185129,0.108074,0
-0.224311,0.614458,0
-0.756359,-0.370020,0
0.381522,0.348343,0
-0.133635,-0.951746,0
-0.096144,0.115983,0
0.264005,-0.310978,0
0.006813,-0.442313,0
-0.001098,0.065067,0
-0.277092,-0.033433,0
0.088425,-0.952448,0
-0.024516,-0.042175,0
-0.062626,0.068314,0
-0.538768,-0.722016,0
0.726085,-0.639514,0
-0.110860,0.100616,0
0.439061,-0.106132,0
-0.305059,-0.178866,0
-0.142655,-0.375602,0
0.227468,0.451047,0
0.232135,0.438285,0
-0.247522,-0.292246,0
-0.290319,0.597910,0
0.458405,0.073780,0
-0.764080,0.158530,0
0.853964,-0.360006,0
-0.601588,0.399123,0
0.049608,0.635842,0
-0.102468,-0.941724,0
-0.178596,-0.366153,0
0.434446,0.251782,0
-0.041830,0.083746,0
0.448222,-0.048927,0
0.381397,0.253177,0
-0.173419,-0.402963,0
-0.321376,-0.126310,0
-0.240732,-0.279532,0
-0.269481,-0.015804,0
-0.083577,0.075710,0
-0.163824,0.603721,0
-0.023023,0.590495,0
-0.003032,-0.040946,0
-0.637113,0.344943,0
-0.063207,0.075298,0
-0.193785,0.064073,0
-0.785893,-0.284129,0
-0.283869,-0.210154,0
0.068100,-0.935951,0
-0.793055,-0.256529,0
-0.025787,-0.053931,0
-0.032658,-0.045937,0
0.377985,-0.213357,0
-0.048275,-0.025318,0
0.413853,0.238666,0
0.288263,-0.340414,0
-0.752432,-0.445759,0
0.953840,-0.055025,0
-0.190110,0.067444,0
-0.008076,0.059286,0
0.151155,0.528016,0
-0.793082,0.067833,0
-0.530241,-0.753932,0
0.020574,-0.449018,0
0.219114,-0.919497,0
-0.783502,0.086976,0
0.529459,-0.804596,0
-0.678642,0.222780,0
-0.387813,0.573794,0
-0.027209,0.590332,0
0.465592,0.108646,0
0.806151,-0.543885,0
-0.321435,-0.026455,0
-0.006229,0.056606,0
0.276575,-0.353590,0
0.010408,0.022036,0
-0.192946,0.079196,0
-0.799100,-0.193079,0
0.359694,-0.278794,0
-0.723388,0.265266,0
0.084178,0.595849,0
-0.806950,-0.159623,0
-0.182371,0.074315,0
0.000030,-0.000639,0
0.021326,-0.035007,0
-0.264394,0.048976,0
0.009443,-0.437456,0
-0.314602,0.596091,0
-0.265350,0.056677,0
-0.021511,0.049198,0
0.415724,0.262998,0
-0.545845,0.453295,0
-0.011856,0.012030,0
0.097043,0.564299,0
-0.442446,0.542375,0
0.170399,-0.428110,0
-0.005471,-0.006977,0
-0.115140,0.624412,0
-0.795496,-0.203061,0
0.387489,-0.887157,0
0.228974,-0.381468,0
-0.237654,-0.330645,0
-0.030959,0.079468,0
-0.546355,-0.711271,0
-0.021656,-0.023331,0
-0.424630,0.575275,0
-0.127920,0.120580,0
0.267326,-0.922587,0
-0.291851,-0.185880,0
-0.050596,-0.015878,0
-0.052008,0.591800,0
-0.125056,0.147501,0
0.459519,0.120378,0
-0.305273,-0.187439,0
-0.190255,-0.921344,0
0.692617,-0.611589,0
0.362907,-0.256408,0
-0.000472,-0.432640,0
-0.259070,-0.268608,0
-0.238544,0.049977,0
-0.298169,-0.176505,0
-0.180998,0.577292,0
-0.798900,0.015036,0
-0.606276,-0.616990,0
-0.062888,-0.072281,0
-0.238528,-0.918123,0
0.415150,0.257918,0
-0.772533,0.094550,0
-0.554672,0.471116,0
0.920757,-0.183436,0
0.297073,0.410692,0
-0.045758,-0.437457,0
0.889889,-0.289408,0
0.024055,-0.418362,0
0.026045,0.593012,0
-0.214487,-0.330222,0
-0.075939,0.109641,0
-0.792968,-0.384983,0
0.058778,-0.425117,0
0.471089,0.074008,0
-0.104221,0.584193,0
0.944061,-0.090055,0
0.439655,0.134958,0
0.014796,-0.430334,0
0.457106,-0.000018,0
0.849127,-0.461648,0
0.767355,-0.563430,0
0.100017,-0.424403,0
0.258073,0.482583,0
-0.038107,0.599709,0
-0.327569,0.574203,0
0.335936,0.378116,0
-0.226079,0.042599,0
-0.222094,-0.309096,0
0.000839,-0.042322,0
-0.029630,-0.017463,0
-0.781324,0.043554,0
0.292457,-0.323628,0
-0.818067,-0.109507,0
0.774345,-0.548752,0
-0.085625,-0.432588,0
0.428094,0.218290,0
-0.015945,0.003715,0
-0.004265,0.053408,0
-0.023395,0.069771,0
-0.261906,-0.029246,0
0.344843,-0.327707,0
-0.303542,-0.202415,0
0.236994,0.513086,0
-0.179802,-0.364657,0
0.189880,-0.943755,0
0.440968,-0.013570,0
-0.691411,-0.523765,0
-0.796400,-0.373039,0
0.812661,-0.426910,0
0.131854,-0.951465,0
-0.790037,-0.280430,0
0.128124,-0.390019,0
0.343267,-0.897712,0
0.236181,-0.377139,0
-0.030106,-0.437039,0
0.529360,-0.784070,0
-0.300593,-0.197983,0
-0.626688,0.322759,0
-0.097758,0.080345,0
-0.084951,0.131808,0
-0.258176,-0.285550,0
-0.448110,0.540971,0
-0.450188,0.517024,0
-0.595351,-0.671184,0
0.286178,0.451777,0
-0.812281,-0.176507,0
0.107328,-0.418273,0
0.116085,-0.435191,0
-0.819315,-0.187389,0
-0.572667,-0.682673,0
-0.740860,-0.400897,0
0.019721,-0.465684,0
-0.028366,0.033356,0
0.065468,-0.958270,0
-0.525588,0.488595,0
-0.534324,-0.777432,0
0.192200,-0.395676,0
-0.086207,0.105063,0
-0.001081,-0.051229,0
-0.227056,0.060615,0
-0.505129,-0.758377,0
-0.038425,0.071442,0
0.041638,0.600981,0
0.182146,-0.417780,0
-0.778619,-0.331699,0
-0.275573,0.052097,0
-0.249188,-0.349835,0
0.669911,-0.705346,0
-0.006654,-0.026959,0
0.766130,-0.514774,0
-0.788327,0.090804,0
0.767275,-0.553655,0
-0.188061,-0.364330,0
-0.574674,-0.711894,0
0.795927,-0.491911,0
0.426468,0.210381,0
0.456936,0.089834,0
-0.775254,0.104371,0
0.541621,-0.806638,0
-0.331735,-0.193863,0
-0.031660,0.096587,0
-0.008970,0.016700,0
0.333256,-0.910830,0
-0.782158,-0.048267,0
-0.055261,-0.426440,0
0.319830,0.413574,0
-0.396783,0.552290,0
-0.071193,0.112791,0
0.440615,-0.047849,0
-0.279378,-0.004512,0
-0.002694,-0.012735,0
0.481579,0.071163,0
0.840358,-0.460168,0
-0.033372,0.096950,0
0.386012,-0.846896,0
-0.025557,-0.010902,0
-0.030351,-0.015836,0
0.168217,0.522506,0
0.002919,-0.434547,0
-0.629269,0.344895,0
0.334266,0.357107,0
-0.078584,-0.410346,0
-0.051655,0.083302,0
-0.200197,0.099088,0
-0.026628,0.027929,0
-0.784420,-0.158291,0
-0.108212,0.591454,0
-0.025840,0.069584,0
-0.650082,0.316013,0
-0.480219,0.525088,0
0.424960,-0.122726,0
-0.482568,-0.774974,0
-0.011493,-0.446641,0
-0.156931,0.573495,0
0.399881,-0.249778,0
-0.016635,0.081746,0
-0.044945,0.593057,0
-0.186526,-0.363302,0
0.421216,0.195463,0
-0.791557,-0.199163,0
0.959286,-0.166466,0
0.571140,-0.798453,0
0.265773,0.460527,0
0.954710,-0.059305,0
0.205140,-0.379921,0
0.175368,-0.948572,0
0.359155,0.398067,0
-0.048477,0.093962,0
-0.608075,0.383648,0
0.463891,0.080021,0
0.611947,-0.768700,0
-0.151333,0.083789,0
-0.317637,0.582529,0
-0.274800,-0.237212,0
-0.096307,-0.416486,0
-0.081140,0.076042,0
-0.265977,-0.899406,0
0.441580,0.197010,0
-0.032237,0.092625,0
0.331229,-0.891273,0
0.243078,-0.356208,0
-0.073294,0.591221,0
-0.279879,-0.183566,0
-0.121742,0.105591,0
0.912369,-0.244196,0
0.007976,-0.043761,0
-0.141757,-0.384371,0
-0.108741,-0.383703,0
0.096608,-0.442571,0
0.328626,0.418509,0
-0.165993,0.106636,0
-0.029590,-0.436842,0
0.924323,-0.247964,0
-0.484232,-0.793408,0
-0.572522,-0.687460,0
-0.028056,0.038273,0
0.078753,-0.422881,0
0.415476,0.239921,0
-0.170604,0.617686,0
0.927084,-0.167915,0
0.818346,-0.465560,0
0.170616,0.499501,0
0.433933,-0.209518,0
-0.156400,-0.407026,0
-0.774906,-0.324840,0
-0.556419,0.439317,0
-0.015596,-0.059414,0
-0.086361,-0.419625,0
-0.774968,-0.016853,0
0.864166,-0.377593,0
0.048445,0.612437,0
-0.423973,-0.851443,0
-0.035593,-0.049824,0
0.781989,-0.545999,0
-0.317109,-0.874058,0
0.957552,-0.090934,0
-0.323564,-0.086580,0
0.071918,-0.953659,0
-0.070203,-0.442512,0
0.437983,0.013662,0
-0.121232,-0.393641,0
-0.630010,-0.617842,0
-0.254934,-0.288676,0
0.427253,-0.136289,0
0.961209,-0.082786,0
0.942513,-0.112587,0
-0.260478,0.015852,0
0.221385,0.498544,0
0.071424,0.576927,0
-0.333218,-0.115416,0
0.413171,-0.147881,0
0.920479,-0.225082,0
-0.297858,0.591662,0
-0.121511,0.098344,0
-0.311170,-0.201681,0
-0.086784,0.088981,0
-0.264172,0.047977,0
-0.768254,0.066351,0
0.439592,0.170272,0
-0.016211,-0.424965,0
-0.054246,-0.423868,0
-0.007834,0.040730,0
0.285360,-0.367994,0
-0.729609,-0.437139,0
0.003643,0.110304,0
-0.008192,0.070838,0
-0.290639,-0.020750,0
0.118571,-0.969524,0
0.489497,0.076298,0
-0.814332,-0.071969,0
-0.269061,-0.250399,0
0.208508,-0.394718,0
-0.005171,0.060560,0
-0.274831,0.023422,0
0.000050,-0.016266,0
-0.074855,0.097361,0
-0.519978,0.451794,0
0.023251,-0.024807,0
-0.099841,-0.421774,0
-0.242299,0.034360,0
0.460912,0.056450,0
-0.267587,-0.876123,0
-0.029259,0.085934,0
0.199174,-0.403214,0
-0.248613,-0.282281,0
0.397835,0.318517,0
-0.735692,0.143528,0
-0.402519,0.524961,0
-0.264080,-0.931652,0
-0.739416,-0.452722,0
-0.040634,-0.063794,0
0.258007,-0.925260,0
-0.320757,-0.096645,0
0.326287,0.394913,0
-0.563592,0.428652,0
0.921954,-0.247489,0
-0.062899,0.074993,0
-0.030226,0.088834,0
0.461218,0.190359,0
-0.005065,-0.406656,0
0.510363,-0.810460,0
-0.297042,0.566971,0
-0.132686,-0.399684,0
0.081335,-0.935666,0
-0.175788,0.109606,0
-0.347432,-0.861926,0
-0.693389,-0.538526,0
-0.182040,0.077850,0
-0.243201,0.024697,0
0.008844,-0.476293,0
-0.100688,0.097789,0
-0.009843,-0.068204,0
-0.034637,0.073040,0
0.180733,-0.407281,0
0.246817,0.491265,0
0.049959,0.571904,0
0.962963,-0.077259,0
-0.086643,0.104186,0
0.196939,-0.412729,0
-0.033374,0.067558,0
-0.312895,-0.133640,0
-0.788174,0.111424,0
0.930060,-0.147510,0
-0.465086,-0.808572,0
-0.729659,0.180101,0
-0.067139,-0.946492,0
-0.156814,0.616664,0
0.376845,-0.893459,0
0.231509,0.477742,0
-0.776437,0.105133,0
-0.765519,-0.394983,0
-0.007156,0.000976,0
-0.244967,-0.280094,0
-0.011808,-0.035403,0
-0.783346,0.080586,0
-0.222234,-0.332594,0
0.347980,0.379293,0
-0.189571,0.103220,0
-0.685174,-0.538311,0
0.386308,-0.872622,0
0.457695,0.002433,0
-0.082031,0.117853,0
-0.012320,0.048021,0
-0.186004,0.087367,0
0.460855,0.119660,0
-0.331103,-0.110880,0
0.053488,0.554356,0
-0.214304,-0.324996,0
-0.730396,-0.429424,0
-0.634560,0.321609,0
-0.291517,-0.170133,0
0.154308,-0.428770,0
0.047445,-0.467593,0
-0.002311,-0.398997,0
0.295782,0.400037,0
-0.104837,0.113484,0
-0.039899,-0.420714,0
0.068300,-0.413932,0
0.951628,-0.143595,0
-0.661730,0.288206,0
0.287538,-0.947788,0
-0.246962,0.063516,0
-0.214179,-0.922555,0
0.271267,-0.355275,0
0.440155,-0.043554,0
0.448369,0.033635,0
-0.763237,-0.419615,0
0.131914,-0.464382,0
-0.318358,-0.089821,0
-0.171727,0.119493,0
-0.066949,-0.416463,0
-0.224539,0.630384,0
-0.651072,-0.643426,0
-0.004545,-0.013299,0
-0.281346,-0.190565,0
-0.080837,0.617774,0
-0.690004,-0.605534,0
-0.080077,0.063100,0
-0.712295,0.253770,0
-0.315506,-0.097895,0
-0.789478,-0.200484,0
-0.028440,-0.064444,0
0.316682,-0.304572,0
-0.010616,0.026464,0
-0.481926,0.496660,0
-0.733169,0.148733,0
-0.042646,0.095145,0
-0.039845,0.588330,0
-0.340480,-0.112751,0
-0.028960,-0.435924,0
0.405270,0.259887,0
-0.095306,-0.400275,0
-0.786909,-0.258389,0
-0.186196,-0.349042,0
0.459195,-0.831819,0
-0.771264,-0.282954,0
-0.086693,-0.411842,0
-0.030873,-0.003332,0
-0.034763,-0.066543,0
0.029254,-0.005801,0
0.346027,-0.275982,0
0.316121,-0.918857,0
-0.143862,0.086558,0
-0.168511,-0.375688,0
0.282946,-0.352949,0
-0.519151,0.488936,0
-0.584486,-0.709753,0
-0.292589,0.589949,0
0.794203,-0.547625,0
-0.260192,0.039036,0
-0.160116,-0.391020,0
0.032629,-0.937405,0
-0.122068,0.105086,0
-0.133957,0.624104,0
-0.166511,-0.402821,0
-0.027516,0.000570,0
0.477531,-0.003796,0
-0.714578,0.169745,0
-0.236335,0.085647,0
0.008149,0.013748,0
-0.403063,0.555358,0
0.204952,-0.413212,0
-0.044565,0.071372,0
-0.357230,0.587281,0
0.653849,-0.709069,0
0.728900,-0.617534,0
-0.390536,-0.814894,0
-0.024885,0.086331,0
0.237291,-0.925728,0
0.842136,-0.410026,0
0.586266,-0.732129,0
-0.574498,-0.665500,0
0.335705,-0.909899,0
-0.162776,0.078782,0
0.829644,-0.456197,0
-0.018019,-0.011497,0
0.059276,0.567280,0
-0.098353,-0.415883,0
-0.298404,-0.110246,0
0.263524,0.487669,0
0.318074,-0.319408,0
-0.267647,-0.864261,0
-0.257186,0.021766,0
0.002967,0.604587,0
-0.221010,0.082392,0
-0.520807,-0.754286,0
0.071752,0.566096,0
0.471066,0.155145,0
0.628557,-0.716479,0
-0.501840,-0.799300,0
-0.276981,-0.221663,0
